log_id,timestamp,source,event_id,item,category,confidence,weight_lbs,contamination_flag
WST-0752,2026-04-06T10:05:00,Cafeteria Bin 1,EVT-019,water bottle,recycling,0.871,0.19,0
WST-0753,2026-05-01T21:55:00,Compost AI Demo Bin,EVT-024,plastic wrapper,landfill,0.67,1.47,0
WST-0754,2026-03-27T20:20:00,Event Cleanup,EVT-028,unopened granola bar,unopened_food,0.732,0.24,0
WST-0755,2026-06-03T17:54:00,Cafeteria Bin 1,EVT-020,water bottle,recycling,0.818,0.61,0
WST-0756,2026-03-04T17:50:00,Compost AI Demo Bin,EVT-015,plastic wrapper,landfill,0.852,0.46,0
WST-0757,2026-03-13T09:48:00,Compost AI Demo Bin,EVT-015,unopened granola bar,unopened_food,0.899,1.23,0
WST-0758,2026-03-17T20:09:00,Cafeteria Bin 1,EVT-001,plastic wrapper,landfill,0.889,0.2,0
WST-0759,2026-04-12T01:57:00,Event Cleanup,EVT-019,salad leftovers,compost,0.786,0.49,0
WST-0760,2026-05-24T03:36:00,Event Cleanup,EVT-014,water bottle,recycling,0.903,0.19,0
WST-0761,2026-03-16T19:00:00,Cafeteria Bin 2,EVT-020,apple cores,compost,0.559,1.01,0
WST-0762,2026-05-02T05:48:00,Cafeteria Bin 1,EVT-008,foil pouch,landfill,0.883,0.09,0
WST-0763,2026-04-06T08:46:00,Compost AI Demo Bin,EVT-014,apple cores,compost,0.891,0.06,0
WST-0764,2026-05-12T03:39:00,Cafeteria Bin 1,EVT-033,plastic wrapper,landfill,0.454,0.25,1
WST-0765,2026-04-02T00:20:00,Cafeteria Bin 1,EVT-020,pizza crust,compost,0.918,0.22,0
WST-0766,2026-04-15T13:27:00,Event Cleanup,EVT-001,unopened granola bar,unopened_food,0.781,0.27,0
WST-0767,2026-05-02T07:06:00,Compost AI Demo Bin,EVT-012,paper tray,compost,0.99,0.21,0
WST-0768,2026-05-16T12:54:00,Compost AI Demo Bin,EVT-021,unopened granola bar,unopened_food,0.701,0.81,0
WST-0769,2026-03-29T13:26:00,Compost AI Demo Bin,EVT-008,apple cores,compost,0.834,0.22,0
WST-0770,2026-04-30T08:59:00,Cafeteria Bin 1,EVT-028,unopened granola bar,unopened_food,0.833,0.13,0
WST-0771,2026-05-09T00:03:00,Cafeteria Bin 2,EVT-011,apple cores,compost,0.648,0.05,0
WST-0772,2026-05-04T21:49:00,Cafeteria Bin 2,EVT-024,water bottle,recycling,0.865,0.64,0
WST-0773,2026-05-26T19:59:00,Event Cleanup,,milk carton,recycling,0.868,0.12,0
WST-0774,2026-03-28T19:49:00,Cafeteria Bin 2,EVT-024,unopened granola bar,unopened_food,0.562,0.35,0
WST-0775,2026-03-18T13:30:00,Event Cleanup,EVT-033,pizza crust,compost,0.644,0.09,0
WST-0776,2026-04-17T04:31:00,Compost AI Demo Bin,EVT-011,foil pouch,landfill,0.782,0.89,0
WST-0777,2026-05-11T01:45:00,Cafeteria Bin 2,EVT-019,water bottle,recycling,0.857,0.3,0
WST-0778,2026-04-21T16:02:00,Cafeteria Bin 1,EVT-006,pizza crust,compost,0.99,0.64,0
WST-0779,2026-05-22T18:53:00,Cafeteria Bin 1,EVT-025,salad leftovers,compost,0.632,0.14,0
WST-0780,2026-04-19T09:08:00,Cafeteria Bin 2,EVT-036,salad leftovers,compost,0.899,0.92,0
WST-0781,2026-05-18T07:30:00,Cafeteria Bin 1,EVT-020,water bottle,recycling,0.927,0.33,0
WST-0782,2026-04-16T04:37:00,Compost AI Demo Bin,EVT-008,salad leftovers,compost,0.848,0.35,0
WST-0783,2026-04-14T06:25:00,Cafeteria Bin 2,EVT-036,water bottle,recycling,0.731,0.08,0
WST-0784,2026-03-31T09:54:00,Cafeteria Bin 1,EVT-037,water bottle,recycling,0.876,0.09,0
WST-0785,2026-05-17T16:41:00,Event Cleanup,EVT-006,pizza crust,compost,0.69,0.48,0
WST-0786,2026-05-02T06:53:00,Compost AI Demo Bin,EVT-006,salad leftovers,compost,0.851,0.06,0
WST-0787,2026-05-15T21:01:00,Cafeteria Bin 1,EVT-014,apple cores,compost,0.479,0.99,1
WST-0788,2026-03-09T20:35:00,Event Cleanup,EVT-024,paper tray,compost,0.949,0.43,0
WST-0789,2026-04-13T19:37:00,Compost AI Demo Bin,EVT-006,paper tray,compost,0.618,0.46,0
WST-0790,2026-05-18T13:08:00,Cafeteria Bin 1,EVT-008,plastic wrapper,landfill,0.726,0.19,0
WST-0791,2026-06-07T23:27:00,Event Cleanup,,plastic wrapper,landfill,0.621,0.73,0
WST-0792,2026-04-21T18:28:00,Cafeteria Bin 1,EVT-008,salad leftovers,compost,0.759,0.5,0
WST-0793,2026-03-03T10:00:00,Cafeteria Bin 1,EVT-026,water bottle,recycling,0.732,0.41,0
WST-0794,2026-04-10T14:39:00,Event Cleanup,EVT-020,foil pouch,landfill,0.773,0.2,0
WST-0795,2026-05-31T05:30:00,Cafeteria Bin 1,EVT-019,apple cores,compost,0.99,0.94,0
WST-0796,2026-05-04T15:34:00,Compost AI Demo Bin,EVT-037,water bottle,recycling,0.979,0.48,0
WST-0797,2026-05-13T20:04:00,Cafeteria Bin 1,EVT-021,paper tray,compost,0.772,1.09,0
WST-0798,2026-03-24T07:54:00,Compost AI Demo Bin,EVT-025,salad leftovers,compost,0.742,1.24,0
WST-0799,2026-06-06T02:23:00,Cafeteria Bin 1,EVT-008,unopened granola bar,unopened_food,0.652,0.41,0
WST-0800,2026-05-08T11:19:00,Compost AI Demo Bin,EVT-007,unopened granola bar,unopened_food,0.736,0.9,0
WST-0801,2026-03-15T04:57:00,Compost AI Demo Bin,EVT-022,paper tray,compost,0.683,0.52,0
WST-0802,2026-05-28T05:27:00,Cafeteria Bin 1,EVT-007,foil pouch,landfill,0.733,0.05,0
WST-0803,2026-05-15T04:00:00,Cafeteria Bin 2,EVT-033,milk carton,recycling,0.879,0.11,0
WST-0804,2026-05-08T17:22:00,Event Cleanup,EVT-015,water bottle,recycling,0.545,0.24,0
WST-0805,2026-05-26T19:52:00,Cafeteria Bin 1,EVT-036,milk carton,recycling,0.427,1.14,1
WST-0806,2026-05-07T09:58:00,Cafeteria Bin 1,EVT-026,paper tray,compost,0.935,0.73,1
WST-0807,2026-05-11T11:25:00,Event Cleanup,EVT-020,salad leftovers,compost,0.598,0.54,0
WST-0808,2026-05-31T07:44:00,Cafeteria Bin 1,EVT-026,foil pouch,landfill,0.99,0.63,0
WST-0809,2026-03-28T15:33:00,Compost AI Demo Bin,EVT-020,unopened granola bar,unopened_food,0.99,0.79,0
WST-0810,2026-04-17T19:18:00,Compost AI Demo Bin,EVT-033,pizza crust,compost,0.88,0.61,0
WST-0811,2026-03-16T14:51:00,Event Cleanup,EVT-016,apple cores,compost,0.642,0.21,0
WST-0812,2026-03-13T09:14:00,Event Cleanup,,water bottle,recycling,0.865,0.55,0
WST-0813,2026-06-02T09:16:00,Cafeteria Bin 1,EVT-006,apple cores,compost,0.854,0.67,1
WST-0814,2026-03-20T08:08:00,Cafeteria Bin 1,EVT-008,salad leftovers,compost,0.99,0.51,0
WST-0815,2026-03-06T15:10:00,Compost AI Demo Bin,EVT-031,paper tray,compost,0.931,0.4,0
WST-0816,2026-03-21T06:01:00,Event Cleanup,EVT-012,paper tray,compost,0.585,0.18,0
WST-0817,2026-03-27T09:07:00,Event Cleanup,EVT-014,milk carton,recycling,0.676,0.2,0
WST-0818,2026-05-13T20:27:00,Cafeteria Bin 2,EVT-024,foil pouch,landfill,0.67,0.44,0
WST-0819,2026-05-22T20:21:00,Compost AI Demo Bin,EVT-026,pizza crust,compost,0.924,0.52,0
WST-0820,2026-04-22T13:55:00,Event Cleanup,EVT-016,plastic wrapper,landfill,0.703,0.66,0
WST-0821,2026-06-02T12:30:00,Compost AI Demo Bin,EVT-007,foil pouch,landfill,0.945,0.89,0
WST-0822,2026-05-25T16:31:00,Cafeteria Bin 1,EVT-008,plastic wrapper,landfill,0.604,0.5,0
WST-0823,2026-05-15T23:45:00,Cafeteria Bin 2,EVT-024,salad leftovers,compost,0.869,0.19,0
WST-0824,2026-05-28T16:54:00,Compost AI Demo Bin,EVT-035,apple cores,compost,0.682,0.63,0
WST-0825,2026-05-31T13:41:00,Cafeteria Bin 1,EVT-015,water bottle,recycling,0.561,0.97,0
WST-0826,2026-03-29T23:54:00,Cafeteria Bin 1,EVT-016,pizza crust,compost,0.866,0.22,0
WST-0827,2026-03-21T11:57:00,Compost AI Demo Bin,EVT-008,apple cores,compost,0.873,0.16,0
WST-0828,2026-03-26T03:23:00,Compost AI Demo Bin,EVT-019,apple cores,compost,0.99,0.58,0
WST-0829,2026-04-29T12:01:00,Cafeteria Bin 2,EVT-033,paper tray,compost,0.53,0.11,0
WST-0830,2026-03-20T15:17:00,Compost AI Demo Bin,EVT-035,apple cores,compost,0.966,0.32,0
WST-0831,2026-04-25T07:16:00,Event Cleanup,,foil pouch,landfill,0.897,0.27,0
WST-0832,2026-06-06T10:05:00,Cafeteria Bin 2,EVT-026,paper tray,compost,0.883,0.79,0
WST-0833,2026-03-21T19:26:00,Cafeteria Bin 1,EVT-026,foil pouch,landfill,0.878,0.39,0
WST-0834,2026-03-27T17:28:00,Cafeteria Bin 1,EVT-033,unopened granola bar,unopened_food,0.699,0.42,0
WST-0835,2026-03-18T05:43:00,Compost AI Demo Bin,EVT-008,paper tray,compost,0.758,0.05,0
WST-0836,2026-04-09T08:24:00,Cafeteria Bin 1,EVT-021,milk carton,recycling,0.882,0.72,0
WST-0837,2026-05-13T02:16:00,Event Cleanup,EVT-001,plastic wrapper,landfill,0.99,0.98,0
WST-0838,2026-04-23T09:18:00,Compost AI Demo Bin,EVT-028,unopened granola bar,unopened_food,0.99,0.53,0
WST-0839,2026-04-06T13:06:00,Compost AI Demo Bin,EVT-001,salad leftovers,compost,0.947,1.52,0
WST-0840,2026-03-06T23:16:00,Cafeteria Bin 2,EVT-011,milk carton,recycling,0.701,0.65,0
WST-0841,2026-03-14T10:55:00,Event Cleanup,EVT-008,apple cores,compost,0.556,0.36,0
WST-0842,2026-03-09T08:06:00,Event Cleanup,,milk carton,recycling,0.87,0.72,0
WST-0843,2026-03-29T03:11:00,Cafeteria Bin 2,EVT-028,foil pouch,landfill,0.922,0.41,0
WST-0844,2026-05-31T14:44:00,Compost AI Demo Bin,EVT-006,apple cores,compost,0.676,0.14,0
WST-0845,2026-04-11T09:46:00,Cafeteria Bin 1,EVT-022,paper tray,compost,0.99,0.43,0
WST-0846,2026-06-03T21:40:00,Cafeteria Bin 2,EVT-016,plastic wrapper,landfill,0.576,0.95,0
WST-0847,2026-05-23T03:53:00,Compost AI Demo Bin,EVT-014,milk carton,recycling,0.99,0.6,0
WST-0848,2026-03-29T11:25:00,Cafeteria Bin 2,EVT-026,unopened granola bar,unopened_food,0.616,0.68,0
WST-0849,2026-05-04T14:49:00,Cafeteria Bin 1,EVT-006,milk carton,recycling,0.639,0.91,0
WST-0850,2026-04-16T18:54:00,Cafeteria Bin 1,EVT-025,water bottle,recycling,0.856,1.34,0
WST-0851,2026-04-12T15:27:00,Cafeteria Bin 2,EVT-031,water bottle,recycling,0.917,0.15,1
WST-0852,2026-04-26T19:02:00,Compost AI Demo Bin,EVT-012,pizza crust,compost,0.99,0.53,0
WST-0853,2026-04-17T04:33:00,Compost AI Demo Bin,EVT-035,salad leftovers,compost,0.596,0.49,0
WST-0854,2026-04-26T00:22:00,Event Cleanup,EVT-019,salad leftovers,compost,0.902,0.28,0
WST-0855,2026-03-02T12:25:00,Cafeteria Bin 2,EVT-036,salad leftovers,compost,0.756,0.19,0
WST-0856,2026-04-21T18:08:00,Compost AI Demo Bin,EVT-016,salad leftovers,compost,0.756,0.13,1
WST-0857,2026-03-12T04:19:00,Cafeteria Bin 2,EVT-022,unopened granola bar,unopened_food,0.88,0.37,0
WST-0858,2026-05-23T05:54:00,Event Cleanup,EVT-007,water bottle,recycling,0.814,0.23,0
WST-0859,2026-04-21T08:24:00,Event Cleanup,EVT-011,paper tray,compost,0.821,0.83,0
WST-0860,2026-05-22T06:23:00,Event Cleanup,EVT-019,apple cores,compost,0.971,0.39,1
WST-0861,2026-03-12T16:28:00,Compost AI Demo Bin,EVT-026,salad leftovers,compost,0.697,0.36,1
WST-0862,2026-05-14T06:51:00,Compost AI Demo Bin,EVT-001,salad leftovers,compost,0.835,0.56,1
WST-0863,2026-05-15T11:25:00,Cafeteria Bin 2,EVT-037,unopened granola bar,unopened_food,0.747,0.2,0
WST-0864,2026-03-26T09:07:00,Event Cleanup,EVT-022,milk carton,recycling,0.674,0.21,0
WST-0865,2026-05-25T02:15:00,Compost AI Demo Bin,EVT-011,water bottle,recycling,0.701,0.33,0
WST-0866,2026-04-04T14:13:00,Cafeteria Bin 1,EVT-021,milk carton,recycling,0.508,0.28,0
WST-0867,2026-05-27T12:51:00,Cafeteria Bin 1,EVT-022,unopened granola bar,unopened_food,0.587,0.14,0
WST-0868,2026-04-25T11:26:00,Cafeteria Bin 2,EVT-028,milk carton,recycling,0.719,0.24,0
WST-0869,2026-05-26T08:55:00,Compost AI Demo Bin,EVT-008,milk carton,recycling,0.707,0.5,0
WST-0870,2026-03-01T03:39:00,Event Cleanup,EVT-001,water bottle,recycling,0.719,0.57,0
WST-0871,2026-06-01T15:06:00,Cafeteria Bin 1,EVT-036,pizza crust,compost,0.775,0.18,0
WST-0872,2026-03-06T18:57:00,Event Cleanup,EVT-025,water bottle,recycling,0.99,0.55,0
WST-0873,2026-06-07T10:18:00,Cafeteria Bin 1,EVT-028,foil pouch,landfill,0.809,2.5,0
WST-0874,2026-05-02T20:31:00,Cafeteria Bin 2,,paper tray,compost,0.552,0.8,0
WST-0875,2026-03-03T11:02:00,Cafeteria Bin 1,EVT-022,apple cores,compost,0.767,0.18,0
WST-0876,2026-03-16T09:08:00,Cafeteria Bin 1,EVT-020,water bottle,recycling,0.59,1.58,1
WST-0877,2026-04-06T00:51:00,Event Cleanup,EVT-008,plastic wrapper,landfill,0.91,0.29,0
WST-0878,2026-03-15T23:43:00,Cafeteria Bin 1,EVT-022,water bottle,recycling,0.909,0.33,0
WST-0879,2026-05-30T07:33:00,Event Cleanup,EVT-015,paper tray,compost,0.915,1.47,0
WST-0880,2026-05-24T14:44:00,Cafeteria Bin 1,EVT-015,water bottle,recycling,0.768,1.11,0
WST-0881,2026-03-31T02:20:00,Cafeteria Bin 1,EVT-011,milk carton,recycling,0.77,0.33,0
WST-0882,2026-04-23T00:45:00,Cafeteria Bin 2,EVT-015,paper tray,compost,0.949,1.35,0
WST-0883,2026-04-07T14:40:00,Compost AI Demo Bin,EVT-011,pizza crust,compost,0.736,0.54,0
WST-0884,2026-03-19T17:15:00,Cafeteria Bin 1,EVT-028,unopened granola bar,unopened_food,0.579,1.96,0
WST-0885,2026-03-25T13:32:00,Cafeteria Bin 2,EVT-008,salad leftovers,compost,0.755,0.05,0
WST-0886,2026-04-04T21:13:00,Event Cleanup,EVT-014,foil pouch,landfill,0.918,0.52,0
WST-0887,2026-03-23T13:16:00,Cafeteria Bin 1,EVT-014,salad leftovers,compost,0.604,0.17,0
WST-0888,2026-03-29T02:41:00,Event Cleanup,EVT-011,milk carton,recycling,0.666,0.25,1
WST-0889,2026-05-27T12:04:00,Compost AI Demo Bin,EVT-026,salad leftovers,compost,0.913,0.46,0
WST-0890,2026-04-20T12:05:00,Compost AI Demo Bin,EVT-001,pizza crust,compost,0.851,1.09,0
WST-0891,2026-04-06T19:36:00,Event Cleanup,EVT-008,pizza crust,compost,0.698,0.48,0
WST-0892,2026-03-31T17:06:00,Compost AI Demo Bin,EVT-012,unopened granola bar,unopened_food,0.645,0.26,0
WST-0893,2026-04-15T01:20:00,Compost AI Demo Bin,EVT-028,pizza crust,compost,0.857,0.22,0
WST-0894,2026-03-17T04:20:00,Cafeteria Bin 2,,salad leftovers,compost,0.672,0.18,0
WST-0895,2026-03-19T09:15:00,Compost AI Demo Bin,EVT-021,foil pouch,landfill,0.638,0.55,0
WST-0896,2026-03-13T06:21:00,Compost AI Demo Bin,EVT-035,unopened granola bar,unopened_food,0.84,0.23,0
WST-0897,2026-05-25T19:24:00,Event Cleanup,EVT-024,plastic wrapper,landfill,0.853,0.21,0
WST-0898,2026-04-02T10:56:00,Compost AI Demo Bin,EVT-035,foil pouch,landfill,0.738,0.16,0
WST-0899,2026-05-28T11:01:00,Cafeteria Bin 2,EVT-014,water bottle,recycling,0.673,0.4,0
WST-0900,2026-04-09T01:14:00,Cafeteria Bin 2,EVT-024,plastic wrapper,landfill,0.922,0.24,0
